yahoo_player_id,yahoo_name,team_abbr,mlb_person_id,mlb_name,mlb_pos,notes
8659,Jay Jackson,TOR,543351,Jay Jackson,P,sfbb_playeridmap
8660,Yonder Alonso,COL,475174,Yonder Alonso,1B,sfbb_playeridmap
8661,Christian Friedrich,SD,543184,Christian Friedrich,P,sfbb_playeridmap
8662,Aaron Crow,N/A,543070,Aaron Crow,P,sfbb_playeridmap
8663,David Lough,N/A,518953,David Lough,OF,sfbb_playeridmap
8665,Danny Valencia,N/A,502143,Danny Valencia,3B,sfbb_playeridmap
8666,Ike Davis,N/A,477195,Ike Davis,P,sfbb_playeridmap
8667,Jenrry Mejia,NYM,516769,Jenrry Mejia,P,sfbb_playeridmap
8672,Ruben Tejada,TOR,514913,Ruben Tejada,2B,sfbb_playeridmap
8673,Ezequiel Carrera,N/A,485567,Ezequiel Carrera,OF,sfbb_playeridmap
8679,Josh Vitters,N/A,519388,Josh Vitters,3B,sfbb_playeridmap
8680,Mike Leake,ARI,502190,Mike Leake,P,sfbb_playeridmap
8682,Jordan Danks,N/A,458668,Jordan Danks,OF,sfbb_playeridmap
8683,Matt Dominguez,N/A,518625,Matt Dominguez,3B,sfbb_playeridmap
8684,Mike Montgomery,NYM,543557,Mike Montgomery,P,sfbb_playeridmap
8685,Mike Moustakas,CHW,519058,Mike Moustakas,3B,sfbb_playeridmap
8686,Jordan Walden,N/A,477229,Jordan Walden,P,sfbb_playeridmap
8687,Ben Revere,N/A,519184,Ben Revere,OF,sfbb_playeridmap
8688,Hisanori Takahashi,N/A,538227,Hisanori Takahashi,P,sfbb_playeridmap
8691,Tim Beckham,MIN,542921,Tim Beckham,DH,sfbb_playeridmap
8692,Matt Bush,MIL,456713,Matt Bush,P,sfbb_playeridmap
8694,Sergio Santos,N/A,435045,Sergio Santos,P,sfbb_playeridmap
8695,James Russell,N/A,460701,James Russell,P,sfbb_playeridmap
8696,Drew Butera,N/A,460077,Drew Butera,C,sfbb_playeridmap
8697,Hector Ambriz,SD,459932,Hector Ambriz,P,sfbb_playeridmap
8698,Alex Burnett,N/A,488751,Alex Burnett,P,sfbb_playeridmap
8699,Tyson Ross,TEX,475115,Tyson Ross,P,sfbb_playeridmap
8703,Logan Ondrusek,N/A,446185,Logan Ondrusek,P,sfbb_playeridmap
8704,Jordan Norberto,N/A,467099,Jordan Norberto,P,sfbb_playeridmap
8705,Bobby Cassevah,N/A,445001,Bobby Cassevah,P,sfbb_playeridmap
8706,Raul Valdes,HOU,447744,Raul Valdes,P,sfbb_playeridmap
8708,Bryan Anderson,N/A,457762,Bryan Anderson,C,sfbb_playeridmap
8709,Jonny Venters,WAS,458924,Jonny Venters,P,sfbb_playeridmap
8713,Brennan Boesch,N/A,453269,Brennan Boesch,OF,sfbb_playeridmap
8715,Luke Hughes,N/A,471863,Luke Hughes,2B,sfbb_playeridmap
8717,Jon Jay,N/A,445055,Jon Jay,OF,sfbb_playeridmap
8719,Steve Tolleson,N/A,476270,Steve Tolleson,OF,sfbb_playeridmap
8720,John Ely,N/A,518655,John Ely,P,sfbb_playeridmap
8721,Cesar Valdez,LAA,491624,Cesar Valdez,P,sfbb_playeridmap
8723,Josh Donaldson,NYY,518626,Josh Donaldson,3B,sfbb_playeridmap
8725,Brandon Hicks,N/A,518794,Brandon Hicks,2B,sfbb_playeridmap
8726,Bryan Petersen,N/A,519128,Bryan Petersen,OF,sfbb_playeridmap
8728,Ivan Nova,COL,467100,Ivan Nova,P,sfbb_playeridmap
8730,Blake Wood,N/A,502028,Blake Wood,P,sfbb_playeridmap
8731,Casper Wells,N/A,489413,Casper Wells,OF,sfbb_playeridmap
8732,Danny Worth,N/A,519445,Danny Worth,2B,sfbb_playeridmap
8733,Trevor Plouffe,N/A,461858,Trevor Plouffe,3B,sfbb_playeridmap
8734,Enerio Del Rosario,N/A,491688,Enerio Del Rosario,P,sfbb_playeridmap
8736,Adam Ottavino,NYM,493603,Adam Ottavino,P,sfbb_playeridmap
8737,Sam LeCure,N/A,459967,Sam LeCure,P,sfbb_playeridmap
8739,Fernando Salas,N/A,477569,Fernando Salas,P,sfbb_playeridmap
8742,Daniel Nava,N/A,537953,Daniel Nava,OF,sfbb_playeridmap
8743,Alexi Ogando,N/A,468396,Alexi Ogando,P,sfbb_playeridmap
8746,Felix Doubront,N/A,467094,Felix Doubront,P,sfbb_playeridmap
8750,Alex Sanabia,N/A,502253,Alex Sanabia,P,sfbb_playeridmap
8755,Barry Enright,ARI,446264,Barry Enright,P,sfbb_playeridmap
8758,Kenley Jansen,DET,445276,Kenley Jansen,P,sfbb_playeridmap
8759,Michael Pineda,DET,501381,Michael Pineda,P,sfbb_playeridmap
8760,Erik Kratz,NYY,456124,Erik Kratz,C,sfbb_playeridmap
8762,Lorenzo Cain,MIL,456715,Lorenzo Cain,OF,sfbb_playeridmap
8763,Jeanmar Gómez,TEX,491646,Jeanmar Gomez,P,sfbb_playeridmap
8766,Vance Worley,N/A,474699,Vance Worley,P,sfbb_playeridmap
8767,Fernando Abad,COL,472551,Fernando Abad,P,sfbb_playeridmap
8768,Will Rhymes,N/A,489242,Will Rhymes,2B,sfbb_playeridmap
8769,Josh Tomlin,N/A,458708,Josh Tomlin,P,sfbb_playeridmap
8771,Zach Britton,N/A,502154,Zach Britton,P,sfbb_playeridmap
8772,Mitch Moreland,ATH,519048,Mitch Moreland,DH,sfbb_playeridmap
8773,Greg Holland,N/A,518813,Greg Holland,P,sfbb_playeridmap
8775,Lucas Harrell,N/A,449173,Lucas Harrell,P,sfbb_playeridmap
8777,Peter Bourjos,LAA,488721,Peter Bourjos,OF,sfbb_playeridmap
8778,Cory Luebke,PIT,458537,Cory Luebke,P,sfbb_playeridmap
8780,Chris Sale,ATL,519242,Chris Sale,P,sfbb_playeridmap
8781,Mike Minor,N/A,501985,Mike Minor,P,sfbb_playeridmap
8784,Welington Castillo,WAS,456078,Welington Castillo,C,sfbb_playeridmap
8785,Steven Hill,N/A,518799,Steven Hill,C,sfbb_playeridmap
8786,Mike McClendon,N/A,501873,Mike McClendon,P,sfbb_playeridmap
8787,Darwin Barney,TOR,446381,Darwin Barney,2B,sfbb_playeridmap
8788,Matt Reynolds,N/A,519186,Matt Reynolds,P,sfbb_playeridmap
8789,Eduardo Nunez,NYM,456488,Eduardo Nunez,OF,sfbb_playeridmap
8790,Michael Kirkman,ATL,457779,Michael Kirkman,P,sfbb_playeridmap
8794,Scott Maine,N/A,453186,Scott Maine,P,sfbb_playeridmap
8795,Brandon Belt,TOR,474832,Brandon Belt,1B,sfbb_playeridmap
8796,Lucas Duda,KC,446263,Lucas Duda,1B,sfbb_playeridmap
8797,Brian Bogusevic,N/A,460131,Brian Bogusevic,OF,sfbb_playeridmap
8800,Jeremy Jeffress,WAS,502026,Jeremy Jeffress,P,sfbb_playeridmap
8801,Gregory Infante,N/A,500872,Gregory Infante,P,sfbb_playeridmap
8804,J.C. Boscan,N/A,400268,J.C. Boscan,C,sfbb_playeridmap
8805,Danny Espinosa,NYY,457787,Danny Espinosa,2B,sfbb_playeridmap
8806,Chris Hatcher,N/A,501822,Chris Hatcher,P,sfbb_playeridmap
8808,Mike Nickeas,N/A,435081,Mike Nickeas,C,sfbb_playeridmap
8811,Brent Morel,N/A,543569,Brent Morel,3B,sfbb_playeridmap
8814,Robert Coello,N/A,445193,Robert Coello,P,sfbb_playeridmap
8816,Dillon Gee,N/A,518716,Dillon Gee,P,sfbb_playeridmap
8817,Jarrod Dyson,N/A,502481,Jarrod Dyson,OF,sfbb_playeridmap
8819,Michael McKenry,N/A,502374,Michael McKenry,C,sfbb_playeridmap
8820,Mike Baxter,N/A,488689,Mike Baxter,OF,sfbb_playeridmap
8821,Brandon Kintzler,N/A,445213,Brandon Kintzler,P,sfbb_playeridmap
8822,Pedro Ciriaco,N/A,465674,Pedro Ciriaco,3B,sfbb_playeridmap
8823,Alex Presley,N/A,502100,Alex Presley,OF,sfbb_playeridmap
8824,Mark Trumbo,BAL,444432,Mark Trumbo,DH,sfbb_playeridmap
8825,Hank Conger,N/A,474233,Hank Conger,C,sfbb_playeridmap
8826,Mark Rogers,N/A,449161,Mark Rogers,P,sfbb_playeridmap
8828,Eric Sogard,CHC,519299,Eric Sogard,2B,sfbb_playeridmap
8831,Daniel Descalso,CHC,518614,Daniel Descalso,2B,sfbb_playeridmap
8836,Steve Cishek,N/A,518553,Steve Cishek,P,sfbb_playeridmap
8837,Brandon Beachy,N/A,545404,Brandon Beachy,P,sfbb_playeridmap
8840,Anthony Varvaro,BOS,460008,Anthony Varvaro,P,sfbb_playeridmap
8841,Vinnie Pestano,N/A,502260,Vinnie Pestano,P,sfbb_playeridmap
8842,Andrew Romine,MIN,461865,Andrew Romine,SS,sfbb_playeridmap
8843,Al Alburquerque,N/A,456379,Al Alburquerque,P,sfbb_playeridmap
8844,Yoshinori Tateyama,N/A,599899,Yoshinori Tateyama,P,sfbb_playeridmap
8845,Tsuyoshi Nishioka,N/A,457292,Tsuyoshi Nishioka,SS,sfbb_playeridmap
8846,Julio Teheran,MIL,527054,Julio Teheran,P,sfbb_playeridmap
8847,Randall Delgado,CHW,517414,Randall Delgado,P,sfbb_playeridmap
8848,Jose Iglesias,N/A,578428,Jose Iglesias,SS,sfbb_playeridmap
8849,Chris Archer,N/A,502042,Chris Archer,P,sfbb_playeridmap
8850,Brett Jackson,N/A,571804,Brett Jackson,OF,sfbb_playeridmap
8851,Devin Mesoraco,NYM,519023,Devin Mesoraco,C,sfbb_playeridmap
8852,Lonnie Chisenhall,PIT,502082,Lonnie Chisenhall,OF,sfbb_playeridmap
8853,Jason Kipnis,ATL,543401,Jason Kipnis,2B,sfbb_playeridmap
8854,Wilin Rosario,COL,501647,Wilin Rosario,1B,sfbb_playeridmap
8855,Jacob Turner,N/A,545363,Jacob Turner,P,sfbb_playeridmap
8856,Jordan Lyles,KC,543475,Jordan Lyles,P,sfbb_playeridmap
8857,Eric Hosmer,CHC,543333,Eric Hosmer,1B,sfbb_playeridmap
8859,Wil Myers,CIN,571976,Wil Myers,OF,sfbb_playeridmap
8860,John Lamb,N/A,543424,John Lamb,P,sfbb_playeridmap
8861,Mike Trout,LAA,545361,Mike Trout,OF,sfbb_playeridmap
8862,Tyler Chatwood,PIT,543022,Tyler Chatwood,P,sfbb_playeridmap
8863,Dee Gordon,CIN,543829,Dee Strange-Gordon,SS,sfbb_playeridmap
8864,Kyle Gibson,TB,502043,Kyle Gibson,P,sfbb_playeridmap
8865,Manny Bañuelos,N/A,544365,Manny Banuelos,P,sfbb_playeridmap
8866,Grant Green,N/A,502205,Grant Green,2B,sfbb_playeridmap
8867,Casey Kelly,CIN,543391,Casey Kelly,P,sfbb_playeridmap
8868,Anthony Rizzo,N/A,519203,Anthony Rizzo,1B,sfbb_playeridmap
8869,Charlie Furbush,N/A,518703,Charlie Furbush,P,sfbb_playeridmap
8871,Shelby Miller,CHC,571946,Shelby Miller,P,sfbb_playeridmap
8872,Zack Cox,N/A,543059,Zack Cox,3B,sfbb_playeridmap
8873,Matt Moore,LAA,519043,Matt Moore,P,sfbb_playeridmap
8874,Brett Lawrie,N/A,543434,Brett Lawrie,2B,sfbb_playeridmap
8875,Bryce Harper,PHI,547180,Bryce Harper,1B,sfbb_playeridmap
8876,Derek Norris,N/A,519083,Derek Norris,C,sfbb_playeridmap
8877,Aneury Rodriguez,N/A,444553,Aneury Rodriguez,P,sfbb_playeridmap
8879,Mike Costanzo,N/A,453068,Mike Costanzo,3B,sfbb_playeridmap
8883,Tom Wilhelmsen,N/A,452666,Tom Wilhelmsen,P,sfbb_playeridmap
8885,Ivan DeJesus,N/A,474443,Ivan De Jesus,SS,sfbb_playeridmap
8886,Matt Young,N/A,457568,Matt Young,OF,sfbb_playeridmap
8887,Michael Martinez,N/A,492841,Michael Martinez,2B,sfbb_playeridmap
8888,Tim Collins,CHC,525768,Tim Collins,P,sfbb_playeridmap
8890,Eduardo Sanchez,N/A,500674,Eduardo Sanchez,P,sfbb_playeridmap
8892,Elvin Ramirez,N/A,468517,Elvin Ramirez,P,sfbb_playeridmap
8901,Hector Noesi,N/A,456051,Hector Noesi,P,sfbb_playeridmap
8902,Luis Perez,N/A,469802,Luis Perez,P,sfbb_playeridmap
8904,Josh Collmenter,N/A,518567,Josh Collmenter,P,sfbb_playeridmap
8905,Jose Valdez,N/A,451990,Jose Valdez,P,sfbb_playeridmap
8907,Jerry Sands,N/A,543742,Jerry Sands,DH,sfbb_playeridmap
8908,Carlos Peguero,N/A,451713,Carlos Peguero,OF,sfbb_playeridmap
8909,Louis Coleman,DET,488786,Louis Coleman,P,sfbb_playeridmap
8910,Cory Gearrin,NYY,518715,Cory Gearrin,P,sfbb_playeridmap
8911,Cody Eppley,N/A,543136,Cody Eppley,P,sfbb_playeridmap
8912,Michael Stutes,N/A,452741,Michael Stutes,P,sfbb_playeridmap
8913,Evan Scribner,SEA,519267,Evan Scribner,P,sfbb_playeridmap
8914,Alexi Amarista,N/A,506560,Alexi Amarista,OF,sfbb_playeridmap
8916,Alex White,N/A,502229,Alex White,P,sfbb_playeridmap
8917,David Cooper,N/A,476036,David Cooper,1B,sfbb_playeridmap
8918,Alex Cobb,DET,502171,Alex Cobb,P,sfbb_playeridmap
8921,Logan Forsythe,PHI,523253,Logan Forsythe,2B,sfbb_playeridmap
8922,Leonys Martin,SEA,547982,Leonys Martin,OF,sfbb_playeridmap
8924,Brandon Guyer,N/A,446386,Brandon Guyer,OF,sfbb_playeridmap
8927,Andy Dirks,N/A,543108,Andy Dirks,OF,sfbb_playeridmap
8929,Javy Guerra,ATL,457915,Javy Guerra,P,sfbb_playeridmap
8930,Eric Thames,ATH,519346,Eric Thames,1B,sfbb_playeridmap
8932,Danny Duffy,TEX,518633,Danny Duffy,P,sfbb_playeridmap
8933,Tony Campana,N/A,542999,Tony Campana,OF,sfbb_playeridmap
8934,Pete Kozma,ATH,518902,Pete Kozma,SS,sfbb_playeridmap
8936,Fautino De Los Santos,N/A,501745,Fautino De Los Santos,P,sfbb_playeridmap
8938,Tony Cruz,N/A,488810,Tony Cruz,C,sfbb_playeridmap
8939,Blake Tekotte,N/A,493574,Blake Tekotte,OF,sfbb_playeridmap
8941,Rubby De La Rosa,ARI,523989,Rubby De La Rosa,P,sfbb_playeridmap
8942,Juan Nicasio,PHI,504379,Juan Nicasio,P,sfbb_playeridmap
8944,Rex Brothers,MIL,571521,Rex Brothers,P,sfbb_playeridmap
8945,Brandon Crawford,SF,543063,Brandon Crawford,SS,sfbb_playeridmap
8946,Chris Schwinden,N/A,452737,Chris Schwinden,P,sfbb_playeridmap
8947,Jeremy Horst,N/A,456662,Jeremy Horst,P,sfbb_playeridmap
8949,DJ LeMahieu,NYY,518934,DJ LeMahieu,2B,sfbb_playeridmap
8950,Josh Harrison,CIN,543281,Josh Harrison,3B,sfbb_playeridmap
8951,Maikel Cleto,CHW,521055,Maikel Cleto,P,sfbb_playeridmap
8953,Matt Carpenter,N/A,572761,Matt Carpenter,DH,sfbb_playeridmap
8955,Brad Hand,ATL,543272,Brad Hand,P,sfbb_playeridmap
8956,Jemile Weeks,N/A,457789,Jemile Weeks,2B,sfbb_playeridmap
8957,Charlie Blackmon,COL,453568,Charlie Blackmon,OF,sfbb_playeridmap
8958,Tony Watson,N/A,453265,Tony Watson,P,sfbb_playeridmap
8959,Cord Phelps,N/A,543647,Cord Phelps,2B,sfbb_playeridmap
8960,Luis Exposito,N/A,458701,Luis Exposito,C,sfbb_playeridmap
8961,Graham Godfrey,N/A,453232,Graham Godfrey,P,sfbb_playeridmap
8962,Bryan Shaw,CIN,543766,Bryan Shaw,P,sfbb_playeridmap
8963,Ryan Mattheus,N/A,458919,Ryan Mattheus,P,sfbb_playeridmap
8965,Anthony Bass,TOR,542914,Anthony Bass,P,sfbb_playeridmap
8966,Andrew Brown,N/A,518500,Andrew Brown,OF,sfbb_playeridmap
8967,Paul Goldschmidt,NYY,502671,Paul Goldschmidt,1B,sfbb_playeridmap
8968,Collin Cowgill,N/A,518577,Collin Cowgill,OF,sfbb_playeridmap
8970,Chris Carpenter,N/A,452764,Chris Carpenter,P,sfbb_playeridmap
8972,Hector Sanchez,SD,516949,Hector Sanchez,C,sfbb_playeridmap
8974,Chase d'Arnaud,SF,488818,Chase d'Arnaud,SS,sfbb_playeridmap
8976,Hector Santiago,N/A,502327,Hector Santiago,P,sfbb_playeridmap
8978,David Carpenter,CIN,502304,David Carpenter,P,sfbb_playeridmap
8979,Brandon Dickson,N/A,505447,Brandon Dickson,P,sfbb_playeridmap
8980,Lester Oliveros,N/A,500902,Lester Oliveros,P,sfbb_playeridmap
8981,Blake Beavan,N/A,518444,Blake Beavan,P,sfbb_playeridmap
8982,Zach McAllister,TEX,502083,Zach McAllister,P,sfbb_playeridmap
8984,Kyle Seager,N/A,572122,Kyle Seager,3B,sfbb_playeridmap
8985,Luis Martinez,N/A,446208,Luis Martinez,C,sfbb_playeridmap
8986,Kyle Weiland,N/A,475095,Kyle Weiland,P,sfbb_playeridmap
8989,Scott Diamond,N/A,539438,Scott Diamond,P,sfbb_playeridmap
8990,Robinson Chirinos,N/A,455139,Robinson Chirinos,C,sfbb_playeridmap
8991,Alex Torres,N/A,456776,Alex Torres,P,sfbb_playeridmap
8992,Brandon Laird,N/A,477186,Brandon Laird,3B,sfbb_playeridmap
8993,Duane Below,NYM,502102,Duane Below,P,sfbb_playeridmap
8994,Dane De La Rosa,N/A,451773,Dane De La Rosa,P,sfbb_playeridmap
8996,Jose Altuve,HOU,514888,Jose Altuve,2B,sfbb_playeridmap
8997,Ryan Cook,N/A,475857,Ryan Cook,P,sfbb_playeridmap
8998,Arodys Vizcaíno,KC,527055,Arodys Vizcaino,P,sfbb_playeridmap
9000,Eric Farris,N/A,456544,Eric Farris,2B,sfbb_playeridmap
9001,Jose Constanza,N/A,468429,Jose Constanza,OF,sfbb_playeridmap
9002,J.D. Martinez,N/A,502110,J.D. Martinez,DH,sfbb_playeridmap
9004,Manuel Pina,ATH,444489,Manny Pina,C,sfbb_playeridmap
9005,Jimmy Paredes,N/A,517370,Jimmy Paredes,OF,sfbb_playeridmap
9007,Nathan Eovaldi,TEX,543135,Nathan Eovaldi,P,sfbb_playeridmap
9008,Trayvon Robinson,N/A,477054,Trayvon Robinson,OF,sfbb_playeridmap
9009,J.B. Shuck,WAS,543776,J.B. Shuck,OF,sfbb_playeridmap
9010,Johnny Giavotella,N/A,543213,Johnny Giavotella,2B,sfbb_playeridmap
9011,Henderson Alvarez,PHI,506693,Henderson Alvarez,P,sfbb_playeridmap
9012,Garrett Richards,TEX,572070,Garrett Richards,P,sfbb_playeridmap
9013,Dave Sappelt,N/A,543743,Dave Sappelt,OF,sfbb_playeridmap
9014,James Darnell,N/A,543083,James Darnell,3B,sfbb_playeridmap
9015,Salvador Perez,KC,521692,Salvador Perez,C,sfbb_playeridmap
9017,Wade Miley,CIN,489119,Wade Miley,P,sfbb_playeridmap
9019,Wily Peralta,PIT,503449,Wily Peralta,P,sfbb_playeridmap
9020,Ryan Lavarnway,DET,543432,Ryan Lavarnway,C,sfbb_playeridmap
9021,Joel Carreno,N/A,468528,Joel Carreno,P,sfbb_playeridmap
9023,Anthony Recker,N/A,489232,Anthony Recker,C,sfbb_playeridmap
9026,Darin Mastroianni,N/A,518991,Darin Mastroianni,OF,sfbb_playeridmap
9028,Nick Hagadone,N/A,444935,Nick Hagadone,P,sfbb_playeridmap
9030,Taylor Green,N/A,488919,Taylor Green,3B,sfbb_playeridmap
9031,Chris Marrero,SF,502029,Chris Marrero,1B,sfbb_playeridmap
9035,Tommy Milone,SEA,543548,Tommy Milone,P,sfbb_playeridmap
9037,Luis Marte,N/A,501687,Luis Marte,P,sfbb_playeridmap
9038,Steve Lombardozzi,N/A,543459,Steve Lombardozzi,2B,sfbb_playeridmap
9039,Brad Peacock,KC,502748,Brad Peacock,P,sfbb_playeridmap
9040,Brad Brach,ATL,542960,Brad Brach,P,sfbb_playeridmap
9041,Brett Pill,N/A,489209,Brett Pill,1B,sfbb_playeridmap
9042,Wilmer Font,SD,521655,Wilmer Font,P,sfbb_playeridmap
9043,Josh Stinson,N/A,502139,Josh Stinson,P,sfbb_playeridmap
9044,Josh Satin,N/A,543744,Josh Satin,1B,sfbb_playeridmap
9045,Martin Maldonado,SD,455117,Martin Maldonado,C,sfbb_playeridmap
9046,Logan Schafer,N/A,502582,Logan Schafer,OF,sfbb_playeridmap
9048,Corey Kluber,BOS,446372,Corey Kluber,P,sfbb_playeridmap
9051,Efren Navarro,N/A,519068,Efren Navarro,1B,sfbb_playeridmap
9053,Addison Reed,MIN,592665,Addison Reed,P,sfbb_playeridmap
9054,Eduardo Escobar,TOR,500871,Eduardo Escobar,2B,sfbb_playeridmap
9055,Andrew Carignan,N/A,446398,Andrew Carignan,P,sfbb_playeridmap
9057,Liam Hendriks,MIN,521230,Liam Hendriks,P,sfbb_playeridmap
9058,Kyle Waldrop,N/A,448252,Kyle Waldrop,P,sfbb_playeridmap
9060,Dylan Axelrod,N/A,518420,Dylan Axelrod,P,sfbb_playeridmap
9061,Joe Benson,N/A,501994,Joe Benson,OF,sfbb_playeridmap
9062,Chris Parmelee,N/A,476633,Chris Parmelee,1B,sfbb_playeridmap
9063,Dellin Betances,LAD,476454,Dellin Betances,P,sfbb_playeridmap
9064,George Kontos,NYY,502004,George Kontos,P,sfbb_playeridmap
9065,Alex Liddi,N/A,499926,Alex Liddi,3B,sfbb_playeridmap
9066,Steve Delabar,N/A,447755,Steve Delabar,P,sfbb_playeridmap
9067,Jordan Pacheco,N/A,457574,Jordan Pacheco,3B,sfbb_playeridmap
9068,Drew Pomeranz,LAA,519141,Drew Pomeranz,P,sfbb_playeridmap
9069,Pedro Florimon,PHI,465753,Pedro Florimon,OF,sfbb_playeridmap
9070,Adron Chambers,N/A,518545,Adron Chambers,OF,sfbb_playeridmap
9071,Chad Beck,N/A,444447,Chad Beck,P,sfbb_playeridmap
9072,Danny Farquhar,CHW,543144,Danny Farquhar,P,sfbb_playeridmap
9073,Jared Hughes,PHI,453172,Jared Hughes,P,sfbb_playeridmap
9074,Jeff Locke,N/A,502046,Jeff Locke,P,sfbb_playeridmap
9075,Tim Federowicz,TEX,543148,Tim Federowicz,C,sfbb_playeridmap
9078,Mike Fiers,N/A,571666,Mike Fiers,P,sfbb_playeridmap
9079,Russ Canzler,N/A,444453,Russ Canzler,3B,sfbb_playeridmap
9080,Xavier Cedeno,N/A,458584,Xavier Cedeno,P,sfbb_playeridmap
9082,Austin Romine,CIN,519222,Austin Romine,C,sfbb_playeridmap
9083,Zach Putnam,CHW,474029,Zach Putnam,P,sfbb_playeridmap
9085,Justin De Fratus,N/A,518603,Justin De Fratus,P,sfbb_playeridmap
9087,Steve Clevenger,N/A,502182,Steve Clevenger,C,sfbb_playeridmap
9088,Rafael Dolis,CHW,503569,Rafael Dolis,P,sfbb_playeridmap
9089,Kelvin Herrera,CHW,516969,Kelvin Herrera,P,sfbb_playeridmap
9090,Tyler Pastornicky,N/A,543629,Tyler Pastornicky,2B,sfbb_playeridmap
9091,Tsuyoshi Wada,N/A,493159,Tsuyoshi Wada,P,sfbb_playeridmap
9092,Hisashi Iwakuma,N/A,547874,Hisashi Iwakuma,P,sfbb_playeridmap
9093,Wei-Yin Chen,N/A,612672,Wei-Yin Chen,P,sfbb_playeridmap
9094,Norichika Aoki,N/A,493114,Norichika Aoki,OF,sfbb_playeridmap
9095,Yu Darvish,SD,506433,Yu Darvish,P,sfbb_playeridmap
9096,Travis d'Arnaud,LAA,518595,Travis d'Arnaud,C,sfbb_playeridmap
9097,Gary Sánchez,MIL,596142,Gary Sanchez,C,sfbb_playeridmap
9098,Yasmani Grandal,N/A,518735,Yasmani Grandal,C,sfbb_playeridmap
9099,Jon Singleton,HOU,572138,Jonathan Singleton,DH,sfbb_playeridmap
9100,Matt Adams,WAS,571431,Matt Adams,DH,sfbb_playeridmap
9101,Tommy Joseph,BOS,571830,Tommy Joseph,1B,sfbb_playeridmap
9102,Cory Spangenberg,MIL,605486,Cory Spangenberg,3B,sfbb_playeridmap
9103,Kolten Wong,SEA,543939,Kolten Wong,2B,sfbb_playeridmap
9104,Jonathan Schoop,DET,570731,Jonathan Schoop,2B,sfbb_playeridmap
9105,Nolan Arenado,ARI,571448,Nolan Arenado,3B,sfbb_playeridmap
9106,Anthony Rendon,LAA,543685,Anthony Rendon,3B,sfbb_playeridmap
9107,Jedd Gyorko,MIL,576397,Jedd Gyorko,3B,sfbb_playeridmap
9108,Nicholas Castellanos,SD,592206,Nick Castellanos,OF,sfbb_playeridmap
9109,Will Middlebrooks,N/A,519025,Will Middlebrooks,3B,sfbb_playeridmap
9110,Miguel Sano,N/A,593934,Miguel Sano,3B,sfbb_playeridmap
9111,Manny Machado,SD,592518,Manny Machado,3B,sfbb_playeridmap
9112,Jurickson Profar,ATL,595777,Jurickson Profar,OF,sfbb_playeridmap
9113,Billy Hamilton,CHW,571740,Billy Hamilton,OF,sfbb_playeridmap
9115,Nick Franklin,MIL,545338,Nick Franklin,OF,sfbb_playeridmap
9116,Francisco Lindor,NYM,596019,Francisco Lindor,SS,sfbb_playeridmap
9117,Gary Brown,N/A,518502,Gary Brown,OF,sfbb_playeridmap
9118,Starling Marte,KC,516782,Starling Marte,DH,sfbb_playeridmap
9119,Bubba Starling,KC,605490,Bubba Starling,OF,sfbb_playeridmap
9120,Anthony Gose,NYM,543238,Anthony Gose,P,sfbb_playeridmap
9121,Gerrit Cole,NYY,543037,Gerrit Cole,P,sfbb_playeridmap
9122,Trevor Bauer,N/A,545333,Trevor Bauer,P,sfbb_playeridmap
9123,Jameson Taillon,CHC,592791,Jameson Taillon,P,sfbb_playeridmap
9124,Zack Wheeler,PHI,554430,Zack Wheeler,P,sfbb_playeridmap
9125,Dylan Bundy,N/A,605164,Dylan Bundy,P,sfbb_playeridmap
9126,Tyler Skaggs,LAA,572140,Tyler Skaggs,P,sfbb_playeridmap
9127,Danny Hultzen,N/A,543343,Danny Hultzen,P,sfbb_playeridmap
9128,Yoenis Cespedes,NYM,493316,Yoenis Cespedes,DH,sfbb_playeridmap
9131,Andrew Susac,PIT,572180,Andrew Susac,C,sfbb_playeridmap
9132,Freddy Galvis,N/A,520471,Freddy Galvis,SS,sfbb_playeridmap
9133,Lucas Luetge,BOS,476595,Lucas Luetge,P,sfbb_playeridmap
9134,Munenori Kawasaki,N/A,493128,Munenori Kawasaki,2B,sfbb_playeridmap
9135,Erasmo Ramirez,WAS,541640,Erasmo Ramirez,P,sfbb_playeridmap
9139,Robbie Ross,N/A,543726,Robbie Ross,P,sfbb_playeridmap
9140,Drew Smyly,CHC,592767,Drew Smyly,P,sfbb_playeridmap
9141,Nate Jones,ATL,518858,Nate Jones,P,sfbb_playeridmap
9142,Marwin Gonzalez,N/A,503556,Marwin Gonzalez,SS,sfbb_playeridmap
9144,Ryan Flaherty,CLE,475247,Ryan Flaherty,3B,sfbb_playeridmap
9146,Rhiner Cruz,N/A,462480,Rhiner Cruz,P,sfbb_playeridmap
9147,Stephen Vogt,N/A,519390,Stephen Vogt,DH,sfbb_playeridmap
9148,David Phelps,N/A,475479,David Phelps,P,sfbb_playeridmap
9149,Dan Otero,NYY,519096,Dan Otero,P,sfbb_playeridmap
9152,Kirk Nieuwenhuis,N/A,543590,Kirk Nieuwenhuis,OF,sfbb_playeridmap
9153,Joe Wieland,N/A,543921,Joe Wieland,P,sfbb_playeridmap
9154,David Carpenter,N/A,518526,David Carpenter,P,sfbb_playeridmap
9155,Evan Crawford,N/A,457751,Evan Crawford,P,sfbb_playeridmap
9157,A.J. Pollock,SF,572041,A.J. Pollock,OF,sfbb_playeridmap
