yahoo_player_id,yahoo_name,team_abbr,display_position,primary_position,eligible_positions
11747,Tyler Callihan,PIT,2B,2B,"2B,IF,Util,IL"
11713,Yohan Ramírez,PIT,RP,RP,"RP,P"
10574,Adrian Morejon,SD,RP,RP,"RP,P"
60360,Alek Jacob,SD,RP,RP,"RP,P"
12088,Blake Hunt,SD,C,C,"C,Util,NA"
64992,Bradgley Rodriguez,SD,RP,RP,"RP,P"
12677,Bryan Hoeing,SD,RP,RP,"RP,P"
12664,Bryce Johnson,SD,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
11493,Carlos Rodríguez,SD,RF,RF,"RF,OF,Util,NA"
65463,David Morgan,SD,RP,RP,"RP,P"
12306,Eguy Rosario,SD,3B,3B,"3B,IF,Util,NA"
12013,Freddy Fermin,SD,C,C,"C,Util"
10879,Gavin Sheets,SD,"1B,LF,RF",1B,"1B,IF,LF,RF,OF,Util"
10894,Griffin Canning,SD,SP,SP,"SP,P,IL"
12333,JP Sears,SD,SP,SP,"SP,P"
12522,Jackson Merrill,SD,CF,CF,"CF,OF,Util"
12687,Jeremiah Estrada,SD,RP,RP,"RP,P"
12713,Jhony Brito,SD,RP,RP,"RP,P,IL"
11684,Kyle Hart,SD,"SP,RP",SP,"SP,RP,P"
12347,Logan Gillaspie,SD,RP,RP,"RP,P,NA"
11527,Luis Campusano,SD,C,C,"C,Util"
60770,Mason McCoy,SD,SS,SS,"SS,IF,Util"
12505,Mason Miller,SD,RP,RP,"RP,P"
61395,Matt Waldron,SD,SP,SP,"SP,P"
10927,Nick Solak,SD,1B,1B,"1B,IF,Util,NA"
62625,Omar Cruz,SD,RP,RP,"RP,P,NA"
12621,Oscar González,SD,LF,LF,"LF,OF,Util,NA"
12500,Randy Vásquez,SD,SP,SP,"SP,P"
12332,Ron Marinaccio,SD,RP,RP,"RP,P"
12575,Samad Taylor,SD,OF,OF,"OF,Util,NA"
12715,Sean Reynolds,SD,RP,RP,"RP,P,NA"
11376,Tirso Ornelas,SD,LF,LF,"LF,OF,Util,NA"
61616,Trenton Brooks,SD,1B,1B,"1B,IF,Util,NA"
62451,Ty Adcock,SD,RP,RP,"RP,P"
61682,Will Wagner,SD,"1B,2B,3B",1B,"1B,2B,3B,IF,Util"
63515,Yuki Matsui,SD,RP,RP,"RP,P"
11392,Andrew Knizner,SEA,C,C,"C,Util"
62104,Austin Kitchen,SEA,RP,RP,"RP,P,NA"
11994,Austin Shenton,SEA,1B,1B,"1B,IF,Util,NA"
63936,Blas Castano,SEA,SP,SP,"SP,P,NA"
12351,Brendan Donovan,SEA,"2B,3B,SS,LF",2B,"2B,3B,SS,IF,LF,OF,Util"
60584,Bryan Woo,SEA,SP,SP,"SP,P"
12540,Bryce Miller,SEA,SP,SP,"SP,P"
11531,Cal Raleigh,SEA,C,C,"C,Util"
12093,Carlos Vargas,SEA,RP,RP,"RP,P"
12728,Casey Legumina,SEA,RP,RP,"RP,P"
12006,Cole Wilcox,SEA,RP,RP,"RP,P"
60580,Cole Young,SEA,"2B,SS",2B,"2B,SS,IF,Util"
12256,Cooper Criswell,SEA,"SP,RP",SP,"SP,RP,P"
10451,Dane Dunning,SEA,"SP,RP",SP,"SP,RP,P,NA"
61938,Domingo González,SEA,RP,RP,"RP,P,NA"
60061,Dominic Canzone,SEA,"LF,RF",LF,"LF,RF,OF,Util"
12092,Eduard Bazardo,SEA,RP,RP,"RP,P"
11988,Emerson Hancock,SEA,"SP,RP",SP,"SP,RP,P"
11653,Gabe Speier,SEA,RP,RP,"RP,P"
64128,Houston Roth,SEA,RP,RP,"RP,P,NA"
11432,Jhonathan Díaz,SEA,P,P,"P,NA"
11437,Jhonny Pereda,SEA,C,C,"C,Util"
12723,Jose A. Ferrer,SEA,RP,RP,"RP,P"
12752,Josh Simpson,SEA,RP,RP,"RP,P,NA"
11326,Leo Rivas,SEA,"2B,SS",2B,"2B,SS,IF,Util"
64011,Logan Evans,SEA,"SP,RP",SP,"SP,RP,P"
12666,Luis F. Castillo,SEA,SP,SP,"SP,P,NA"
11348,Luke Raley,SEA,"1B,LF,CF,RF",1B,"1B,IF,LF,CF,RF,OF,Util"
12704,Miles Mastrobuoni,SEA,"2B,3B,SS,LF,RF",2B,"2B,3B,SS,IF,LF,RF,OF,Util"
61602,Nick Raposo,SEA,C,C,"C,Util,NA"
11629,Randy Dobnak,SEA,RP,RP,"RP,P,NA"
62192,Rhylan Thomas,SEA,RF,RF,"RF,OF,Util"
12358,Ryan Bliss,SEA,2B,2B,"2B,IF,Util,IL"
60407,Ryan Loutos,SEA,RP,RP,"RP,P"
62602,Troy Taylor,SEA,RP,RP,"RP,P,NA"
11833,Will Wilson,SEA,"2B,3B,SS",2B,"2B,3B,SS,IF,Util,NA"
12743,Yosver Zulueta,SEA,RP,RP,"RP,P"
60280,Blade Tidwell,SF,SP,SP,"SP,P,NA"
62957,Bryce Eldridge,SF,1B,1B,"1B,IF,Util"
12641,Buddy Kennedy,SF,3B,3B,"3B,IF,Util,NA"
12387,Caleb Kilian,SF,P,P,"P,NA"
60392,Carson Seymour,SF,"SP,RP",SP,"SP,RP,P"
60381,Carson Whisenhunt,SF,SP,SP,"SP,P"
12544,Casey Schmitt,SF,"1B,2B,3B,SS",1B,"1B,2B,3B,SS,IF,Util"
60111,Christian Koss,SF,"2B,3B,SS",2B,"2B,3B,SS,IF,Util"
12651,David Villar,SF,1B,1B,"1B,IF,Util,NA"
11329,Diego Cartaya,SF,C,C,"C,Util,NA"
60183,Drew Gilbert,SF,"CF,RF",CF,"CF,RF,OF,Util"
11815,Erik Miller,SF,"SP,RP",SP,"SP,RP,P,IL"
60380,Grant McCray,SF,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
11537,Gregory Santos,SF,RP,RP,"RP,P,IL"
63627,Hayden Birdsong,SF,"SP,RP",SP,"SP,RP,P"
10944,Heliot Ramos,SF,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
12204,Jason Foley,SF,RP,RP,"RP,P,IL"
11783,Jerar Encarnacion,SF,RF,RF,"RF,OF,Util"
61813,Jesus Rodriguez,SF,C,C,"C,Util"
63735,Joel Peguero,SF,RP,RP,"RP,P"
12337,José Buttó,SF,"SP,RP",SP,"SP,RP,P"
63494,Jung Hoo Lee,SF,CF,CF,"CF,OF,Util"
12737,Keaton Winn,SF,"SP,RP",SP,"SP,RP,P"
60650,Landen Roupp,SF,"SP,RP",SP,"SP,RP,P"
61636,Logan Porter,SF,C,C,"C,Util,NA"
11871,Luis Matos,SF,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
12631,Matt Gage,SF,RP,RP,"RP,P"
12738,Osleivis Basabe,SF,"2B,3B,OF",2B,"2B,3B,IF,OF,Util,NA"
12054,Patrick Bailey,SF,C,C,"C,Util"
12305,Randy Rodríguez,SF,RP,RP,"RP,P,IL"
61627,Ryan Walker,SF,RP,RP,"RP,P"
11204,Sam Hentges,SF,RP,RP,"RP,P,IL"
11387,Sean Hjelle,SF,RP,RP,"RP,P,NA"
62256,Spencer Bivens,SF,RP,RP,"RP,P"
60389,Trevor McDonald,SF,"SP,RP",SP,"SP,RP,P"
11420,Tristan Beck,SF,RP,RP,"RP,P"
61346,Tyler Fitzgerald,SF,"2B,SS,CF",2B,"2B,SS,IF,CF,OF,Util"
12703,Will Brennan,SF,"LF,CF,RF",LF,"LF,CF,RF,OF,Util,IL"
12550,Alec Burleson,STL,"1B,LF,RF",1B,"1B,IF,LF,RF,OF,Util"
12591,Andre Pallante,STL,"SP,RP",SP,"SP,RP,P"
62082,Anthony Veneziano,STL,RP,RP,"RP,P,NA"
12090,Bruce Zimmermann,STL,"SP,RP",SP,"SP,RP,P,NA"
60507,Cesar Prieto,STL,"2B,3B",2B,"2B,3B,IF,Util,NA"
63663,Chris Roycroft,STL,RP,RP,"RP,P"
12751,George Soriano,STL,RP,RP,"RP,P"
60394,Gordon Graceffo,STL,"SP,RP",SP,"SP,RP,P"
64811,Hunter Dobbins,STL,SP,SP,"SP,P,IL"
11836,Ivan Herrera,STL,C,C,"C,Util"
11971,Jared Shuster,STL,"SP,RP",SP,"SP,RP,P,NA"
60406,Jimmy Crooks,STL,C,C,"C,Util,NA"
10931,JoJo Romero,STL,RP,RP,"RP,P"
12024,Jordan Walker,STL,"LF,RF",LF,"LF,RF,OF,Util"
12710,José Fermín,STL,"2B,3B",2B,"2B,3B,IF,Util"
12247,Justin Bruihl,STL,RP,RP,"RP,P"
61601,Kyle Leahy,STL,RP,RP,"RP,P"
64556,Mason Molina,STL,SP,SP,"SP,P,NA"
12025,Masyn Winn,STL,SS,SS,"SS,IF,Util"
62061,Matt Koperniak,STL,LF,LF,"LF,OF,Util,NA"
63308,Matt Svanson,STL,RP,RP,"RP,P"
11397,Matthew Liberatore,STL,"SP,RP",SP,"SP,RP,P"
12549,Michael McGreevy,STL,SP,SP,"SP,P"
61887,Nathan Church,STL,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
11439,Nelson Velázquez,STL,"LF,RF",LF,"LF,RF,OF,Util,NA"
11561,Nick Raquet,STL,RP,RP,"RP,P,NA"
61613,Pedro Pagés,STL,C,C,"C,Util"
60306,Richard Fitts,STL,SP,SP,"SP,P"
11846,Riley O'Brien,STL,RP,RP,"RP,P"
63499,Ryan Fernandez,STL,RP,RP,"RP,P,NA"
10488,Scott Blewett,STL,RP,RP,"RP,P,NA"
12571,Sem Robberse,STL,SP,SP,"SP,P,NA"
60429,Tekoah Roby,STL,SP,SP,"SP,P,NA"
60431,Thomas Saggese,STL,"2B,3B,SS",2B,"2B,3B,SS,IF,Util"
12177,Tink Hence,STL,SP,SP,"SP,P,NA"
61888,Victor Scott II,STL,CF,CF,"CF,OF,Util"
12250,Yohel Pozo,STL,C,C,"C,Util"
11840,Zack Thompson,STL,P,P,"P,NA"
10880,Alex Faedo,TB,"SP,RP",SP,"SP,RP,P,IL"
63132,Ben Williamson,TB,3B,3B,"3B,IF,Util"
12767,Blake Sabol,TB,C,C,"C,Util,NA"
64093,Bob Seymour,TB,1B,1B,"1B,IF,Util,NA"
63947,Brian Van Belle,TB,"SP,RP",SP,"SP,RP,P,NA"
11998,Bryan Baker,TB,RP,RP,"RP,P"
61577,Cam Booser,TB,RP,RP,"RP,P,NA"
12556,Carson Williams,TB,SS,SS,"SS,IF,Util,NA"
60420,Chandler Simpson,TB,"LF,CF",LF,"LF,CF,OF,Util"
60689,Coco Montes,TB,"2B,3B",2B,"2B,3B,IF,Util,NA"
11482,Edwin Uceta,TB,RP,RP,"RP,P"
61688,Evan Reifert,TB,RP,RP,"RP,P,NA"
10479,Forrest Whitley,TB,RP,RP,"RP,P,NA"
11704,Garrett Cleavinger,TB,RP,RP,"RP,P"
61839,Hunter Bigge,TB,RP,RP,"RP,P,IL"
61268,Hunter Feduccia,TB,C,C,"C,Util"
60418,Ian Seymour,TB,"SP,RP",SP,"SP,RP,P"
60184,Jacob Melton,TB,"LF,CF",LF,"LF,CF,OF,Util,NA"
11568,Jake Fraley,TB,"LF,RF",LF,"LF,RF,OF,Util"
11542,Jake Woodford,TB,"SP,RP",SP,"SP,RP,P,NA"
60630,Jesse Scholtens,TB,"SP,RP",SP,"SP,RP,P,NA"
60134,Joe Boyle,TB,SP,SP,"SP,P"
12408,Joe Rock,TB,SP,SP,"SP,P,NA"
11481,John Rooney,TB,RP,RP,"RP,P,IL"
12309,Jonathan Aranda,TB,"1B,2B",1B,"1B,2B,IF,Util"
12726,Jonny DeLuca,TB,"LF,CF,RF",LF,"LF,CF,RF,OF,Util,IL"
60419,Junior Caminero,TB,3B,3B,"3B,IF,Util"
60173,Justyn-Henry Malloy,TB,"LF,RF",LF,"LF,RF,OF,Util"
12768,Kevin Kelly,TB,RP,RP,"RP,P"
11810,Logan Davidson,TB,"1B,2B,3B,SS,RF",1B,"1B,2B,3B,SS,IF,RF,OF,Util,NA"
60885,Logan Driscoll,TB,C,C,"C,Util,IL"
61779,Luis Guerrero,TB,RP,RP,"RP,P,NA"
11699,Manuel Rodríguez,TB,RP,RP,"RP,P,IL"
11551,Mason Englert,TB,RP,RP,"RP,P"
12271,Nick Fortes,TB,C,C,"C,Util"
12316,Richie Palacios,TB,"2B,LF,CF,RF",2B,"2B,IF,LF,CF,RF,OF,Util"
12036,Ryan Pepiot,TB,SP,SP,"SP,P"
10875,Ryan Vilade,TB,"LF,RF",LF,"LF,RF,OF,Util"
12307,Steven Wilson,TB,RP,RP,"RP,P"
11891,Taylor Walls,TB,SS,SS,"SS,IF,Util,IL"
60246,Victor Mesa Jr.,TB,RF,RF,"RF,OF,Util,NA"
11806,Yoendrys Gómez,TB,"SP,RP",SP,"SP,RP,P"
11945,Alan Trejo,TEX,"2B,SS",2B,"2B,SS,IF,Util,NA"
60436,Alejandro Osuna,TEX,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
11006,Austin Gomber,TEX,SP,SP,"SP,P,NA"
61737,Caleb Boushley,TEX,RP,RP,"RP,P,NA"
60440,Cody Bradford,TEX,SP,SP,"SP,P,IL"
61591,Cody Freeman,TEX,"2B,3B",2B,"2B,3B,IF,Util"
11404,Cole Winn,TEX,RP,RP,"RP,P"
12619,Dairon Blanco,TEX,"LF,CF,RF",LF,"LF,CF,RF,OF,Util,NA"
60626,Declan Cronin,TEX,RP,RP,"RP,P,NA"
60433,Emiliano Teodo,TEX,SP,SP,"SP,P,NA"
12563,Evan Carter,TEX,"LF,CF,RF",LF,"LF,CF,RF,OF,Util,IL"
11886,Ezequiel Duran,TEX,"1B,2B,3B,SS,LF",1B,"1B,2B,3B,SS,IF,LF,OF,Util"
12561,Jack Leiter,TEX,SP,SP,"SP,P"
12086,Jacob Latz,TEX,"SP,RP",SP,"SP,RP,P"
10877,Jake Burger,TEX,"1B,3B",1B,"1B,3B,IF,Util"
12319,Jonah Bride,TEX,"1B,3B",1B,"1B,3B,IF,Util,NA"
63483,Jose Corniell,TEX,SP,SP,"SP,P,NA"
12292,Jose Herrera,TEX,C,C,"C,Util,NA"
11850,Josh Jung,TEX,3B,3B,"3B,IF,Util"
11214,Josh Sborz,TEX,RP,RP,"RP,P,IL"
12562,Josh Smith,TEX,"1B,3B,SS,LF,RF",1B,"1B,3B,SS,IF,LF,RF,OF,Util"
12080,Justin Foscue,TEX,IF,IF,"IF,Util,NA"
60427,Kumar Rocker,TEX,SP,SP,"SP,P"
62601,Luis Curvelo,TEX,RP,RP,"RP,P"
60438,Marc Church,TEX,RP,RP,"RP,P,NA"
12105,Mason Thompson,TEX,RP,RP,"RP,P,NA"
60276,Michael Helman,TEX,CF,CF,"CF,OF,Util"
61285,Michel Otañez,TEX,RP,RP,"RP,P,NA"
12020,Nabil Crismatt,TEX,"SP,RP",SP,"SP,RP,P,NA"
10892,Nick Pratto,TEX,1B,1B,"1B,IF,Util,NA"
60615,Robert Garcia,TEX,RP,RP,"RP,P"
11647,Sam Haggerty,TEX,"LF,CF",LF,"LF,CF,OF,Util,IL"
10469,Tyler Alexander,TEX,"SP,RP",SP,"SP,RP,P"
61832,Walter Pennington,TEX,RP,RP,"RP,P,NA"
12066,Willie MacIver,TEX,C,C,"C,Util,NA"
63638,Winston Santos,TEX,SP,SP,"SP,P,NA"
62973,Wyatt Langford,TEX,"LF,CF",LF,"LF,CF,OF,Util"
12535,Adam Macko,TOR,SP,SP,"SP,P,NA"
12741,Addison Barger,TOR,"3B,LF,RF",3B,"3B,IF,LF,RF,OF,Util"
63533,Angel Bastardo,TOR,SP,SP,"SP,P,IL"
12085,Bowden Francis,TOR,"SP,RP",SP,"SP,RP,P,IL"
11479,Braydon Fisher,TOR,RP,RP,"RP,P"
10861,Brendon Little,TOR,RP,RP,"RP,P"
61797,CJ Stubbs,TOR,C,C,"C,Util,NA"
61754,Caleb Freeman,TOR,RP,RP,"RP,P,NA"
61588,Chase Lee,TOR,RP,RP,"RP,P"
11518,Connor Seabold,TOR,"SP,RP",SP,"SP,RP,P,NA"
61681,Davis Schneider,TOR,"2B,LF",2B,"2B,IF,LF,OF,Util"
61880,Easton Lucas,TOR,"SP,RP",SP,"SP,RP,P,NA"
11892,Ernie Clement,TOR,"1B,2B,3B,SS",1B,"1B,2B,3B,SS,IF,Util"
62903,Jake Bloss,TOR,SP,SP,"SP,P,NA"
10951,Jesús Sánchez,TOR,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
60000,Jonatan Clase,TOR,"LF,CF",LF,"LF,CF,OF,Util,NA"
11344,Jorge Alcala,TOR,RP,RP,"RP,P,NA"
12329,Josh Winckowski,TOR,"SP,RP",SP,"SP,RP,P,NA"
65106,Lazaro Estrada,TOR,"SP,RP",SP,"SP,RP,P"
11558,Leo Jiménez,TOR,"2B,SS",2B,"2B,SS,IF,Util"
12695,Louis Varland,TOR,"SP,RP",SP,"SP,RP,P"
61987,Mason Fluharty,TOR,RP,RP,"RP,P"
12714,Nathan Lukes,TOR,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
12769,Nic Enright,TOR,RP,RP,"RP,P,NA"
62112,Rafael Lantigua,TOR,"2B,3B",2B,"2B,3B,IF,Util,NA"
12459,Robinson Piña,TOR,SP,SP,"SP,P,IL"
10180,Spencer Turnbull,TOR,"SP,RP",SP,"SP,RP,P,NA"
12199,Tommy Nance,TOR,RP,RP,"RP,P"
64320,Trey Yesavage,TOR,SP,SP,"SP,P"
11652,Tyler Heineman,TOR,C,C,"C,Util"
63645,Yariel Rodriguez,TOR,"SP,RP",SP,"SP,RP,P,NA"
60410,Andre Granillo,WSH,RP,RP,"RP,P"
63960,Andrew Alvarez,WSH,SP,SP,"SP,P,NA"
11860,Andry Lara,WSH,"SP,RP",SP,"SP,RP,P,NA"
61382,Andrés Chaparro,WSH,1B,1B,"1B,IF,Util"
65104,Brad Lord,WSH,"SP,RP",SP,"SP,RP,P"
12580,Brady House,WSH,3B,3B,"3B,IF,Util"
11822,CJ Abrams,WSH,SS,SS,"SS,IF,Util"
12007,Cade Cavalli,WSH,SP,SP,"SP,P"
12014,Clayton Beeter,WSH,RP,RP,"RP,P"
12182,Cole Henry,WSH,"SP,RP",SP,"SP,RP,P"
63299,DJ Herz,WSH,SP,SP,"SP,P,IL"
12582,Daylen Lile,WSH,"LF,RF",LF,"LF,RF,OF,Util"
12587,Drew Millas,WSH,C,C,"C,Util,IL"
62971,Dylan Crews,WSH,"CF,RF",CF,"CF,RF,OF,Util"
12772,Gus Varland,WSH,RP,RP,"RP,P,IL"
12532,Harry Ford,WSH,C,C,"C,Util"
11863,Jackson Rutledge,WSH,"SP,RP",SP,"SP,RP,P"
62138,Jacob Young,WSH,CF,CF,"CF,OF,Util"
63309,Jake Eder,WSH,RP,RP,"RP,P,NA"
11560,Jake Irvin,WSH,SP,SP,"SP,P"
12521,James Wood,WSH,LF,LF,"LF,OF,Util"
11857,Joan Adon,WSH,RP,RP,"RP,P,IL"
12589,Joey Wiemer,WSH,"LF,CF,RF",LF,"LF,CF,RF,OF,Util"
12318,José Tena,WSH,"2B,3B",2B,"2B,3B,IF,Util"
10976,Julian Fernández,WSH,RP,RP,"RP,P"
12495,Ken Waldichuk,WSH,"SP,RP",SP,"SP,RP,P"
10964,Luis García Jr.,WSH,2B,2B,"2B,IF,Util"
60114,Luis Perales,WSH,SP,SP,"SP,P,NA"
12777,Matt Mervis,WSH,1B,1B,"1B,IF,Util,NA"
12585,Mitchell Parker,WSH,SP,SP,"SP,P,NA"
11785,Nasim Nuñez,WSH,"2B,SS",2B,"2B,SS,IF,Util"
11407,Orelvis Martinez,WSH,2B,2B,"2B,IF,Util,NA"
64784,Orlando Ribalta,WSH,RP,RP,"RP,P"
62678,PJ Poulin,WSH,RP,RP,"RP,P"
65397,Paxton Schultz,WSH,"SP,RP",SP,"SP,RP,P"
11997,Riley Adams,WSH,C,C,"C,Util,NA"
11984,Robert Hassell III,WSH,"CF,RF",CF,"CF,RF,OF,Util"
63895,Sauryn Lao,WSH,RP,RP,"RP,P,NA"
11179,Sergio Alcántara,WSH,"2B,SS",2B,"2B,SS,IF,Util,NA"
65108,Shinnosuke Ogasawara,WSH,"SP,RP",SP,"SP,RP,P,NA"
10515,Stone Garrett,WSH,"LF,RF",LF,"LF,RF,OF,Util,NA"
60457,Trey Lipscomb,WSH,3B,3B,"3B,IF,Util,NA"
12721,Warming Bernabel,WSH,"1B,3B",1B,"1B,3B,IF,Util,NA"
63330,Zach Penrod,WSH,RP,RP,"RP,P,NA"
